RAD	WIND	MINT	MAXT	DOY	VPR	OKTA	RAIN	AHA
1006	5.71	26.29	33.16	1374	1.09	7	4627.6	27.29
1030	6.97	25.32	31.07	1375	1.03	1	4738	26.32
990	5.32	25.19	31.31	1376	0.92	2	4554	26.19
1010	5.97	25.26	30.8	1377	0.93	3	4646	26.26
1005	5	25.58	30.91	1378	0.99	4	4623	26.58
1000	5.81	25.13	30.08	1379	0.89	5	4600	26.13
995	5.73	24.03	29.12	1380	0.99	6	4577	25.03
999	5.68	24.3	28.69	1381	0.97	7	4595.4	25.3
1001	5.84	23.8	28.61	1382	0.95	1	4604.6	24.8
1002	5.77	23.9	29.13	1383	1.12	2	4609.2	24.9
1004	5	24.41	31.48	1384	1	3	4618.4	25.41
1005	5.27	25.5	32.41	1385	1.21	4	4623	26.5
1006	5.71	26.29	33.16	1386	1.09	5	4627.6	27.29
990	5.32	25.19	31.31	1387	1.03	6	4554	26.19
1010	5.97	25.26	30.8	1388	0.92	7	4646	26.26
1005	5	25.58	30.91	1389	0.93	1	4623	26.58
1000	5.81	25.13	30.08	1390	0.99	2	4600	26.13
995	5.73	24.03	29.12	1391	0.89	3	4577	25.03
999	5.68	24.3	28.69	1392	0.99	4	4595.4	25.3
1001	5.84	23.8	28.61	1393	0.97	5	4604.6	24.8
1002	5.77	23.9	29.13	1394	0.95	6	4609.2	24.9
1004	5	24.41	31.48	1395	1.12	7	4618.4	25.41
1005	5.27	25.5	32.41	1396	1	1	4623	26.5
1006	5.71	26.29	33.16	1397	1.21	2	4627.6	27.29
1030	6.97	25.32	31.07	1398	1.09	3	4738	26.32
990	5.32	25.19	31.31	1399	1.03	4	4554	26.19
1010	5.97	25.26	30.8	1400	0.92	5	4646	26.26
1005	5	25.58	30.91	1401	0.93	6	4623	26.58
1000	5.81	25.13	30.08	1402	0.99	7	4600	26.13
995	5.73	24.03	29.12	1403	0.89	1	4577	25.03
999	5.68	24.3	28.69	1404	0.99	2	4595.4	25.3
1001	5.84	23.8	28.61	1405	0.89	3	4604.6	24.8
1002	5.77	23.9	29.13	1406	0.99	4	4609.2	24.9
1004	5	24.41	31.48	1407	0.97	5	4618.4	25.41
1005	5.27	25.5	32.41	1408	0.95	6	4623	26.5
1006	5.71	26.29	33.16	1409	1.12	7	4627.6	27.29
1005	5.27	25.5	32.41	1410	1	1	4623	26.5
1006	5.71	26.29	33.16	1411	1.21	2	4627.6	27.29
1030	6.97	25.32	31.07	1412	1.09	3	4738	26.32
990	5.32	25.19	31.31	1413	1.03	4	4554	26.19
1010	5.97	25.26	30.8	1414	0.92	5	4646	26.26
1005	5	25.58	30.91	1415	0.93	6	4623	26.58
1000	5.81	25.13	30.08	1416	0.99	7	4600	26.13
995	5.73	24.03	29.12	1417	0.89	1	4577	25.03
999	5.68	24.3	28.69	1418	0.99	2	4595.4	25.3
1001	5.84	23.8	28.61	1419	0.89	3	4604.6	24.8
1002	5.77	23.9	29.13	1420	0.99	4	4609.2	24.9
1004	5	24.41	31.48	1421	0.97	5	4618.4	25.41
1005	5.27	25.5	32.41	1422	0.95	6	4623	26.5
1006	5.71	26.29	33.16	1423	1.12	7	4627.6	27.29
1005	5	25.58	30.91	1424	1	1	4623	26.58
1000	5.81	25.13	30.08	1425	1.21	2	4600	26.13
995	5.73	24.03	29.12	1426	1.09	3	4577	25.03
999	5.68	24.3	28.69	1427	1.03	4	4595.4	25.3
1001	5.84	23.8	28.61	1428	0.92	5	4604.6	24.8
1002	5.77	23.9	29.13	1429	0.93	6	4609.2	24.9
1004	5	24.41	31.48	1430	0.99	7	4618.4	25.41
1005	5.27	25.5	32.41	1431	0.89	1	4623	26.5
1006	5.71	26.29	33.16	1432	0.99	2	4627.6	27.29
1030	6.97	25.32	31.07	1433	0.97	3	4738	26.32
990	5.32	25.19	31.31	1434	0.95	4	4554	26.19
1010	5.97	25.26	30.8	1435	1.12	5	4646	26.26
1005	5	25.58	30.91	1436	1	6	4623	26.58
1000	5.81	25.13	30.08	1437	1.21	7	4600	26.13
995	5.73	24.03	29.12	1438	1.09	1	4577	25.03
999	5.68	24.3	28.69	1439	1.03	2	4595.4	25.3
1001	5.84	23.8	28.61	1440	0.92	3	4604.6	24.8
1002	5.77	23.9	29.13	1441	0.93	4	4609.2	24.9
1004	5	24.41	31.48	1442	0.99	5	4618.4	25.41
1005	5.27	25.5	32.41	1443	0.89	6	4623	26.5
1006	5.71	26.29	33.16	1444	0.99	7	4627.6	27.29
1030	6.97	25.32	31.07	1445	0.97	1	4738	26.32
990	5.32	25.19	31.31	1446	0.95	2	4554	26.19
1010	5.97	25.26	30.8	1447	1.12	3	4646	26.26
1005	5	25.58	30.91	1448	1	4	4623	26.58
1000	5.81	25.13	30.08	1449	1.21	5	4600	26.13
995	5.73	24.03	29.12	1450	1.09	6	4577	25.03
999	5.68	24.3	28.69	1451	1.03	7	4595.4	25.3
1001	5.84	23.8	28.61	1452	0.92	1	4604.6	24.8
1002	5.77	23.9	29.13	1453	0.93	2	4609.2	24.9
1004	5	24.41	31.48	1454	0.99	3	4618.4	25.41
1005	5.27	25.5	32.41	1455	0.89	4	4623	26.5
1006	5.71	26.29	33.16	1456	0.99	5	4627.6	27.29
1030	6.97	25.32	31.07	1457	0.89	6	4738	26.32
990	5.32	25.19	31.31	1458	0.99	7	4554	26.19
1010	5.97	25.26	30.8	1459	0.97	1	4646	26.26
990	5.32	25.19	31.31	1460	0.89	1	4554	26.19
1010	5.97	25.26	30.8	1461	0.99	2	4646	26.26
1005	5	25.58	30.91	1462	0.97	3	4623	26.58
1000	5.81	25.13	30.08	1463	0.95	4	4600	26.13
995	5.73	24.03	29.12	1464	1.12	5	4577	25.03
999	5.68	24.3	28.69	1465	1	6	4595.4	25.3
1001	5.84	23.8	28.61	1466	1.21	7	4604.6	24.8
1002	5.77	23.9	29.13	1467	1.09	1	4609.2	24.9
1004	5	24.41	31.48	1468	1.03	2	4618.4	25.41
1005	5.27	25.5	32.41	1469	0.92	3	4623	26.5
1006	5.71	26.29	33.16	1470	0.93	4	4627.6	27.29
1030	6.97	25.32	31.07	1471	0.99	5	4738	26.32
990	5.32	25.19	31.31	1472	0.89	6	4554	26.19
1010	5.97	25.26	30.8	1473	0.99	7	4646	26.26
1005	5	25.58	30.91	1474	0.89	1	4623	26.58
1000	5.81	25.13	30.08	1475	0.99	2	4600	26.13
995	5.73	24.03	29.12	1476	0.97	3	4577	25.03
999	5.68	24.3	28.69	1477	0.95	4	4595.4	25.3
1001	5.84	23.8	28.61	1478	1.12	5	4604.6	24.8
1002	5.77	23.9	29.13	1479	1	6	4609.2	24.9
1004	5	24.41	31.48	1480	1.21	7	4618.4	25.41
1005	5.27	25.5	32.41	1481	1.09	1	4623	26.5
1006	5.71	26.29	33.16	1482	1.03	2	4627.6	27.29
1030	6.97	25.32	31.07	1483	0.92	3	4738	26.32
990	5.32	25.19	31.31	1484	0.93	4	4554	26.19
1010	5.97	25.26	30.8	1485	0.99	5	4646	26.26
1005	5	25.58	30.91	1486	0.89	6	4623	26.58
1000	5.81	25.13	30.08	1487	0.99	7	4600	26.13
995	5.73	24.03	29.12	1488	0.97	1	4577	25.03
999	5.68	24.3	28.69	1489	0.95	2	4595.4	25.3
1001	5.84	23.8	28.61	1490	1.12	3	4604.6	24.8
1002	5.77	23.9	29.13	1491	1	4	4609.2	24.9
1004	5	24.41	31.48	1492	1.21	5	4618.4	25.41
1005	5.27	25.5	32.41	1493	1.09	6	4623	26.5
1006	5.71	26.29	33.16	1494	1.03	7	4627.6	27.29
1030	6.97	25.32	31.07	1495	0.92	1	4738	26.32
990	5.32	25.19	31.31	1496	0.93	2	4554	26.19
1010	5.97	25.26	30.8	1497	0.99	3	4646	26.26
1005	5	25.58	30.91	1498	0.89	4	4623	26.58
1000	5.81	25.13	30.08	1499	0.99	5	4600	26.13
995	5.73	24.03	29.12	1500	0.97	6	4577	25.03
999	5.68	24.3	28.69	1501	0.95	7	4595.4	25.3
1001	5.84	23.8	28.61	1502	1.12	1	4604.6	24.8
1002	5.77	23.9	29.13	1503	1	2	4609.2	24.9
1004	5	24.41	31.48	1504	1.21	3	4618.4	25.41
1005	5.27	25.5	32.41	1505	1.09	4	4623	26.5
1006	5.71	26.29	33.16	1506	1.03	5	4627.6	27.29
990	5.32	25.19	31.31	1507	0.92	6	4554	26.19
1010	5.97	25.26	30.8	1508	0.93	7	4646	26.26
1005	5	25.58	30.91	1509	0.99	1	4623	26.58
1000	5.81	25.13	30.08	1510	0.89	2	4600	26.13
995	5.73	24.03	29.12	1511	0.99	3	4577	25.03
999	5.68	24.3	28.69	1512	0.89	4	4595.4	25.3
1001	5.84	23.8	28.61	1513	0.99	5	4604.6	24.8
1002	5.77	23.9	29.13	1514	0.97	6	4609.2	24.9
1004	5	24.41	31.48	1515	0.95	7	4618.4	25.41
1005	5.27	25.5	32.41	1516	1.12	1	4623	26.5
1006	5.71	26.29	33.16	1517	1	2	4627.6	27.29
1030	6.97	25.32	31.07	1518	1.21	3	4738	26.32
990	5.32	25.19	31.31	1519	1.09	4	4554	26.19
1010	5.97	25.26	30.8	1520	1.03	5	4646	26.26
1005	5	25.58	30.91	1521	0.92	6	4623	26.58
1000	5.81	25.13	30.08	1522	0.93	7	4600	26.13
995	5.73	24.03	29.12	1523	0.99	1	4577	25.03
999	5.68	24.3	28.69	1524	0.89	2	4595.4	25.3
1001	5.84	23.8	28.61	1525	0.99	3	4604.6	24.8
1002	5.77	23.9	29.13	1526	0.89	4	4609.2	24.9
1004	5	24.41	31.48	1527	0.99	5	4618.4	25.41
1005	5.27	25.5	32.41	1528	0.97	6	4623	26.5
1006	5.71	26.29	33.16	1529	0.95	7	4627.6	27.29
1005	5	25.58	30.91	1530	1.12	1	4623	26.58
1000	5.81	25.13	30.08	1531	1	2	4600	26.13
995	5.73	24.03	29.12	1532	1.21	3	4577	25.03
999	5.68	24.3	28.69	1533	1.09	4	4595.4	25.3
1001	5.84	23.8	28.61	1534	1.03	5	4604.6	24.8
1002	5.77	23.9	29.13	1535	0.92	6	4609.2	24.9
1004	5	24.41	31.48	1536	0.93	7	4618.4	25.41
1005	5.27	25.5	32.41	1537	0.99	1	4623	26.5
1006	5.71	26.29	33.16	1538	0.89	2	4627.6	27.29
1030	6.97	25.32	31.07	1539	0.99	3	4738	26.32
990	5.32	25.19	31.31	1540	0.97	4	4554	26.19
1010	5.97	25.26	30.8	1541	0.95	5	4646	26.26
1005	5	25.58	30.91	1542	1.12	6	4623	26.58
1000	5.81	25.13	30.08	1543	1	7	4600	26.13
995	5.73	24.03	29.12	1544	1.21	1	4577	25.03
999	5.68	24.3	28.69	1545	1.09	2	4595.4	25.3
1001	5.84	23.8	28.61	1546	1.03	3	4604.6	24.8
1002	5.77	23.9	29.13	1547	0.92	4	4609.2	24.9
1004	5	24.41	31.48	1548	0.93	5	4618.4	25.41
1005	5.27	25.5	32.41	1549	0.99	6	4623	26.5
1006	5.71	26.29	33.16	1550	0.89	7	4627.6	27.29
1030	6.97	25.32	31.07	1551	0.99	1	4738	26.32
990	5.32	25.19	31.31	1552	0.97	2	4554	26.19
1010	5.97	25.26	30.8	1553	0.95	3	4646	26.26
1005	5	25.58	30.91	1554	1.12	4	4623	26.58
1000	5.81	25.13	30.08	1555	1	5	4600	26.13
995	5.73	24.03	29.12	1556	1.21	6	4577	25.03
999	5.68	24.3	28.69	1557	1.09	7	4595.4	25.3
1001	5.84	23.8	28.61	1558	1.03	1	4604.6	24.8
1002	5.77	23.9	29.13	1559	0.92	2	4609.2	24.9
1004	5	24.41	31.48	1560	0.93	3	4618.4	25.41
1005	5.27	25.5	32.41	1561	0.99	4	4623	26.5
1006	5.71	26.29	33.16	1562	0.89	5	4627.6	27.29
1030	6.97	25.32	31.07	1563	0.99	6	4738	26.32
990	5.32	25.19	31.31	1564	0.89	7	4554	26.19
1010	5.97	25.26	30.8	1565	0.99	1	4646	26.26
1005	5	25.58	30.91	1566	0.97	2	4623	26.58
1000	5.81	25.13	30.08	1567	0.95	3	4600	26.13
995	5.73	24.03	29.12	1568	1.12	4	4577	25.03
999	5.68	24.3	28.69	1569	1	5	4595.4	25.3
1001	5.84	23.8	28.61	1570	1.21	6	4604.6	24.8
1002	5.77	23.9	29.13	1571	1.09	7	4609.2	24.9
1004	5	24.41	31.48	1572	1.03	1	4618.4	25.41
1005	5.27	25.5	32.41	1573	0.92	2	4623	26.5
1006	5.71	26.29	33.16	1574	0.93	3	4627.6	27.29
990	5.32	25.19	31.31	1575	0.99	4	4554	26.19
1010	5.97	25.26	30.8	1576	0.89	5	4646	26.26
1005	5	25.58	30.91	1577	0.99	6	4623	26.58
1000	5.81	25.13	30.08	1578	0.97	7	4600	26.13
995	5.73	24.03	29.12	1579	0.95	1	4577	25.03
999	5.68	24.3	28.69	1580	1.12	2	4595.4	25.3
1001	5.84	23.8	28.61	1581	1	3	4604.6	24.8
1002	5.77	23.9	29.13	1582	1.21	4	4609.2	24.9
1004	5	24.41	31.48	1583	1.09	5	4618.4	25.41
1005	5.27	25.5	32.41	1584	1.03	6	4623	26.5
1006	5.71	26.29	33.16	1585	0.92	7	4627.6	27.29
1030	6.97	25.32	31.07	1586	0.93	1	4738	26.32
990	5.32	25.19	31.31	1587	0.99	2	4554	26.19
1010	5.97	25.26	30.8	1588	0.89	3	4646	26.26
1005	5	25.58	30.91	1589	0.99	4	4623	26.58
1000	5.81	25.13	30.08	1590	0.97	5	4600	26.13
995	5.73	24.03	29.12	1591	0.95	6	4577	25.03
999	5.68	24.3	28.69	1592	1.12	7	4595.4	25.3
1001	5.84	23.8	28.61	1593	1	1	4604.6	24.8
1002	5.77	23.9	29.13	1594	1.21	2	4609.2	24.9
1004	5	24.41	31.48	1595	1.09	3	4618.4	25.41
1005	5.27	25.5	32.41	1596	1.03	4	4623	26.5
1006	5.71	26.29	33.16	1597	0.92	5	4627.6	27.29
1005	5.27	25.5	32.41	1598	0.93	6	4623	26.5
1006	5.71	26.29	33.16	1599	0.99	7	4627.6	27.29
1030	6.97	25.32	31.07	1600	0.89	1	4738	26.32
990	5.32	25.19	31.31	1601	0.99	2	4554	26.19
1010	5.97	25.26	30.8	1602	0.89	3	4646	26.26
1005	5	25.58	30.91	1603	0.99	4	4623	26.58
1000	5.81	25.13	30.08	1604	0.97	5	4600	26.13
995	5.73	24.03	29.12	1605	0.95	6	4577	25.03
999	5.68	24.3	28.69	1606	1.12	7	4595.4	25.3
1001	5.84	23.8	28.61	1607	1	1	4604.6	24.8
1002	5.77	23.9	29.13	1608	1.21	2	4609.2	24.9
1004	5	24.41	31.48	1609	1.09	3	4618.4	25.41
1005	5.27	25.5	32.41	1610	1.03	4	4623	26.5
1006	5.71	26.29	33.16	1611	0.92	5	4627.6	27.29
1005	5	25.58	30.91	1612	0.93	6	4623	26.58
1000	5.81	25.13	30.08	1613	0.99	7	4600	26.13
995	5.73	24.03	29.12	1614	0.89	1	4577	25.03
999	5.68	24.3	28.69	1615	0.99	2	4595.4	25.3
999	5.68	24.3	28.69	1616	0.89	3	4595.4	25.3
1001	5.84	23.8	28.61	1617	0.99	4	4604.6	24.8
1002	5.77	23.9	29.13	1618	0.97	5	4609.2	24.9
1004	5	24.41	31.48	1619	0.95	6	4618.4	25.41
1005	5.27	25.5	32.41	1620	1.12	7	4623	26.5
1006	5.71	26.29	33.16	1621	1	1	4627.6	27.29
1030	6.97	25.32	31.07	1622	1.21	2	4738	26.32
990	5.32	25.19	31.31	1623	1.09	3	4554	26.19
1010	5.97	25.26	30.8	1624	1.03	4	4646	26.26
1005	5	25.58	30.91	1625	0.92	5	4623	26.58
1000	5.81	25.13	30.08	1626	0.93	6	4600	26.13
995	5.73	24.03	29.12	1627	0.99	7	4577	25.03
999	5.68	24.3	28.69	1628	0.89	1	4595.4	25.3
1001	5.84	23.8	28.61	1629	0.99	2	4604.6	24.8
1002	5.77	23.9	29.13	1630	0.97	3	4609.2	24.9
1004	5	24.41	31.48	1631	0.95	4	4618.4	25.41
1005	5.27	25.5	32.41	1632	1.12	5	4623	26.5
1006	5.71	26.29	33.16	1633	1	6	4627.6	27.29
990	5.32	25.19	31.31	1634	1.21	7	4554	26.19
1010	5.97	25.26	30.8	1635	1.09	1	4646	26.26
1005	5	25.58	30.91	1636	1.03	2	4623	26.58
1000	5.81	25.13	30.08	1637	0.92	3	4600	26.13
995	5.73	24.03	29.12	1638	0.93	4	4577	25.03
999	5.68	24.3	28.69	1639	0.99	5	4595.4	25.3
1001	5.84	23.8	28.61	1640	0.89	6	4604.6	24.8
1002	5.77	23.9	29.13	1641	0.99	7	4609.2	24.9
1004	5	24.41	31.48	1642	0.89	1	4618.4	25.41
1005	5.27	25.5	32.41	1643	0.99	2	4623	26.5
1006	5.71	26.29	33.16	1644	0.97	3	4627.6	27.29
1030	6.97	25.32	31.07	1645	0.95	4	4738	26.32
990	5.32	25.19	31.31	1646	1.12	5	4554	26.19
1010	5.97	25.26	30.8	1647	1	6	4646	26.26
1005	5	25.58	30.91	1648	1.21	7	4623	26.58
1000	5.81	25.13	30.08	1649	1.09	1	4600	26.13
995	5.73	24.03	29.12	1650	1.03	2	4577	25.03
999	5.68	24.3	28.69	1651	0.92	3	4595.4	25.3
1001	5.84	23.8	28.61	1652	0.93	4	4604.6	24.8
1002	5.77	23.9	29.13	1653	0.99	5	4609.2	24.9
1004	5	24.41	31.48	1654	0.89	6	4618.4	25.41
1005	5.27	25.5	32.41	1655	0.99	7	4623	26.5
1006	5.71	26.29	33.16	1656	0.97	1	4627.6	27.29
1005	5	25.58	30.91	1657	0.95	2	4623	26.58
1000	5.81	25.13	30.08	1658	1.12	3	4600	26.13
995	5.73	24.03	29.12	1659	1	4	4577	25.03
999	5.68	24.3	28.69	1660	1.21	5	4595.4	25.3
1001	5.84	23.8	28.61	1661	1.09	6	4604.6	24.8
1002	5.77	23.9	29.13	1662	1.03	7	4609.2	24.9
1004	5	24.41	31.48	1663	0.92	1	4618.4	25.41
1005	5.27	25.5	32.41	1664	0.93	2	4623	26.5
1006	5.71	26.29	33.16	1665	0.99	3	4627.6	27.29
999	5.68	24.3	28.69	1666	0.89	4	4595.4	25.3
1001	5.84	23.8	28.61	1667	0.99	5	4604.6	24.8
1002	5.77	23.9	29.13	1668	0.97	6	4609.2	24.9
1004	5	24.41	31.48	1669	0.95	7	4618.4	25.41
1005	5.27	25.5	32.41	1670	1.12	1	4623	26.5
1006	5.71	26.29	33.16	1671	1	2	4627.6	27.29
1030	6.97	25.32	31.07	1672	1.21	3	4738	26.32
990	5.32	25.19	31.31	1673	1.09	4	4554	26.19
1010	5.97	25.26	30.8	1674	1.03	5	4646	26.26
1005	5	25.58	30.91	1675	0.92	6	4623	26.58
1000	5.81	25.13	30.08	1676	0.93	7	4600	26.13
995	5.73	24.03	29.12	1677	0.99	1	4577	25.03
999	5.68	24.3	28.69	1678	0.89	2	4595.4	25.3
1001	5.84	23.8	28.61	1679	0.99	3	4604.6	24.8
1002	5.77	23.9	29.13	1680	0.89	4	4609.2	24.9
1004	5	24.41	31.48	1681	0.99	5	4618.4	25.41
1005	5.27	25.5	32.41	1682	0.97	6	4623	26.5
1006	5.71	26.29	33.16	1683	0.95	7	4627.6	27.29
990	5.32	25.19	31.31	1684	1.12	1	4554	26.19
1010	5.97	25.26	30.8	1685	1	2	4646	26.26
1005	5	25.58	30.91	1686	1.21	3	4623	26.58
1000	5.81	25.13	30.08	1687	1.09	4	4600	26.13
995	5.73	24.03	29.12	1688	1.03	5	4577	25.03
999	5.68	24.3	28.69	1689	0.92	6	4595.4	25.3
1001	5.84	23.8	28.61	1690	0.93	7	4604.6	24.8
1002	5.77	23.9	29.13	1691	0.99	1	4609.2	24.9
1004	5	24.41	31.48	1692	0.89	2	4618.4	25.41
1005	5.27	25.5	32.41	1693	0.99	3	4623	26.5
1006	5.71	26.29	33.16	1694	0.89	4	4627.6	27.29
1030	6.97	25.32	31.07	1695	0.99	5	4738	26.32
990	5.32	25.19	31.31	1696	0.97	6	4554	26.19
1010	5.97	25.26	30.8	1697	0.95	7	4646	26.26
1005	5	25.58	30.91	1698	1.12	1	4623	26.58
1000	5.81	25.13	30.08	1699	1	2	4600	26.13
995	5.73	24.03	29.12	1700	1.21	3	4577	25.03
999	5.68	24.3	28.69	1701	1.09	4	4595.4	25.3
1001	5.84	23.8	28.61	1702	1.03	5	4604.6	24.8
1002	5.77	23.9	29.13	1703	0.92	6	4609.2	24.9
1004	5	24.41	31.48	1704	0.93	7	4618.4	25.41
1005	5.27	25.5	32.41	1705	0.99	1	4623	26.5
1006	5.71	26.29	33.16	1706	0.89	2	4627.6	27.29
1005	5	25.58	30.91	1707	0.99	3	4623	26.58
1000	5.81	25.13	30.08	1708	0.97	4	4600	26.13
995	5.73	24.03	29.12	1709	0.95	5	4577	25.03
999	5.68	24.3	28.69	1710	1.12	6	4595.4	25.3
1001	5.84	23.8	28.61	1711	1	7	4604.6	24.8
1002	5.77	23.9	29.13	1712	1.21	1	4609.2	24.9
1004	5	24.41	31.48	1713	1.09	2	4618.4	25.41
1005	5.27	25.5	32.41	1714	1.03	3	4623	26.5
1006	5.71	26.29	33.16	1715	0.92	4	4627.6	27.29
1030	6.97	25.32	31.07	1716	0.93	5	4738	26.32
990	5.32	25.19	31.31	1717	0.99	6	4554	26.19
1010	5.97	25.26	30.8	1718	0.89	7	4646	26.26
1005	5	25.58	30.91	1719	0.99	1	4623	26.58
1000	5.81	25.13	30.08	1720	0.97	2	4600	26.13
995	5.73	24.03	29.12	1721	0.95	3	4577	25.03
999	5.68	24.3	28.69	1722	1.12	4	4595.4	25.3
1001	5.84	23.8	28.61	1723	1	5	4604.6	24.8
1002	5.77	23.9	29.13	1724	1.21	6	4609.2	24.9
1004	5	24.41	31.48	1725	1.09	7	4618.4	25.41
1005	5.27	25.5	32.41	1726	1.03	1	4623	26.5
1006	5.71	26.29	33.16	1727	0.92	2	4627.6	27.29
1030	6.97	25.32	31.07	1728	0.93	3	4738	26.32
990	5.32	25.19	31.31	1729	0.99	4	4554	26.19
1010	5.97	25.26	30.8	1730	0.89	5	4646	26.26
1005	5	25.58	30.91	1731	0.99	6	4623	26.58
1000	5.81	25.13	30.08	1732	0.89	7	4600	26.13
995	5.73	24.03	29.12	1733	0.99	1	4577	25.03
999	5.68	24.3	28.69	1734	0.97	2	4595.4	25.3
1001	5.84	23.8	28.61	1735	0.95	3	4604.6	24.8
1002	5.77	23.9	29.13	1736	1.12	4	4609.2	24.9
1004	5	24.41	31.48	1737	1	5	4618.4	25.41
1005	5.27	25.5	32.41	1738	1.21	6	4623	26.5
1006	5.71	26.29	33.16	1739	1.09	7	4627.6	27.29
1030	6.97	25.32	31.07	1740	1.03	1	4738	26.32
990	5.32	25.19	31.31	1741	0.92	2	4554	26.19
1010	5.97	25.26	30.8	1742	0.93	3	4646	26.26
1005	5	25.58	30.91	1743	0.99	4	4623	26.58
1000	5.81	25.13	30.08	1744	0.89	5	4600	26.13
995	5.73	24.03	29.12	1745	0.99	6	4577	25.03
999	5.68	24.3	28.69	1746	0.97	7	4595.4	25.3
1001	5.84	23.8	28.61	1747	0.95	1	4604.6	24.8
1002	5.77	23.9	29.13	1748	1.12	2	4609.2	24.9
1004	5	24.41	31.48	1749	1	3	4618.4	25.41
1005	5.27	25.5	32.41	1750	1.21	4	4623	26.5
1006	5.71	26.29	33.16	1751	1.09	5	4627.6	27.29
990	5.32	25.19	31.31	1752	1.03	6	4554	26.19
1010	5.97	25.26	30.8	1753	0.92	7	4646	26.26
1005	5	25.58	30.91	1754	0.93	1	4623	26.58
1000	5.81	25.13	30.08	1755	0.99	2	4600	26.13
995	5.73	24.03	29.12	1756	0.89	3	4577	25.03
999	5.68	24.3	28.69	1757	0.99	4	4595.4	25.3
1001	5.84	23.8	28.61	1758	0.97	5	4604.6	24.8
1002	5.77	23.9	29.13	1759	0.95	6	4609.2	24.9
1004	5	24.41	31.48	1760	1.12	7	4618.4	25.41
1005	5.27	25.5	32.41	1761	1	1	4623	26.5
1006	5.71	26.29	33.16	1762	1.21	2	4627.6	27.29
1030	6.97	25.32	31.07	1763	1.09	3	4738	26.32
990	5.32	25.19	31.31	1764	1.03	4	4554	26.19
1010	5.97	25.26	30.8	1765	0.92	5	4646	26.26
1005	5	25.58	30.91	1766	0.93	6	4623	26.58
1000	5.81	25.13	30.08	1767	0.99	7	4600	26.13
995	5.73	24.03	29.12	1768	0.89	1	4577	25.03
999	5.68	24.3	28.69	1769	0.99	2	4595.4	25.3
1001	5.84	23.8	28.61	1770	0.89	3	4604.6	24.8
1002	5.77	23.9	29.13	1771	0.99	4	4609.2	24.9
1004	5	24.41	31.48	1772	0.97	5	4618.4	25.41
1005	5.27	25.5	32.41	1773	0.95	6	4623	26.5
1006	5.71	26.29	33.16	1774	1.12	7	4627.6	27.29
1005	5.27	25.5	32.41	1775	1	1	4623	26.5
1006	5.71	26.29	33.16	1776	1.21	2	4627.6	27.29
1030	6.97	25.32	31.07	1777	1.09	3	4738	26.32
990	5.32	25.19	31.31	1778	1.03	4	4554	26.19
1010	5.97	25.26	30.8	1779	0.92	5	4646	26.26
1005	5	25.58	30.91	1780	0.93	6	4623	26.58
1000	5.81	25.13	30.08	1781	0.99	7	4600	26.13
995	5.73	24.03	29.12	1782	0.89	1	4577	25.03
999	5.68	24.3	28.69	1783	0.99	2	4595.4	25.3
1001	5.84	23.8	28.61	1784	0.89	3	4604.6	24.8
1002	5.77	23.9	29.13	1785	0.99	4	4609.2	24.9
1004	5	24.41	31.48	1786	0.97	5	4618.4	25.41
1005	5.27	25.5	32.41	1787	0.95	6	4623	26.5
1006	5.71	26.29	33.16	1788	1.12	7	4627.6	27.29
1005	5	25.58	30.91	1789	1	1	4623	26.58
1000	5.81	25.13	30.08	1790	1.21	2	4600	26.13
995	5.73	24.03	29.12	1791	1.09	3	4577	25.03
999	5.68	24.3	28.69	1792	1.03	4	4595.4	25.3
1001	5.84	23.8	28.61	1793	0.92	5	4604.6	24.8
1002	5.77	23.9	29.13	1794	0.93	6	4609.2	24.9
1004	5	24.41	31.48	1795	0.99	7	4618.4	25.41
1005	5.27	25.5	32.41	1796	0.89	1	4623	26.5
1006	5.71	26.29	33.16	1797	0.99	2	4627.6	27.29
1030	6.97	25.32	31.07	1798	0.97	3	4738	26.32
990	5.32	25.19	31.31	1799	0.95	4	4554	26.19
1010	5.97	25.26	30.8	1800	1.12	5	4646	26.26
1005	5	25.58	30.91	1801	1	6	4623	26.58
1000	5.81	25.13	30.08	1802	1.21	7	4600	26.13
995	5.73	24.03	29.12	1803	1.09	1	4577	25.03
999	5.68	24.3	28.69	1804	1.03	2	4595.4	25.3
1001	5.84	23.8	28.61	1805	0.92	3	4604.6	24.8
1002	5.77	23.9	29.13	1806	0.93	4	4609.2	24.9
1004	5	24.41	31.48	1807	0.99	5	4618.4	25.41
1005	5.27	25.5	32.41	1808	0.89	6	4623	26.5
1006	5.71	26.29	33.16	1809	0.99	7	4627.6	27.29
1030	6.97	25.32	31.07	1810	0.97	1	4738	26.32
990	5.32	25.19	31.31	1811	0.95	2	4554	26.19
1010	5.97	25.26	30.8	1812	1.12	3	4646	26.26
1005	5	25.58	30.91	1813	1	4	4623	26.58
1000	5.81	25.13	30.08	1814	1.21	5	4600	26.13
995	5.73	24.03	29.12	1815	1.09	6	4577	25.03
999	5.68	24.3	28.69	1816	1.03	7	4595.4	25.3
1001	5.84	23.8	28.61	1817	0.92	1	4604.6	24.8
1002	5.77	23.9	29.13	1818	0.93	2	4609.2	24.9
1004	5	24.41	31.48	1819	0.99	3	4618.4	25.41
1005	5.27	25.5	32.41	1820	0.89	4	4623	26.5
1006	5.71	26.29	33.16	1821	0.99	5	4627.6	27.29
